result_0,idxs_0,citations_0,class_0,result_1,idxs_1,citations_1,class_1,result_2,idxs_2,citations_2,class_2,id,enhanced,top_reason,top_order
"Bevacizumab was used in combination with capecitabine and oxaliplatin or 5-fluorouracil and oxaliplatin, but the trial found no significant improvement in overall survival compared to chemotherapy alo","[3, 9]","['tumor response or stable disease after 3 cycles of capecitabine and oxaliplatin or 4 cycles of 5-fluorouracil and oxaliplatin with or without bevacizumab, patients were randomized 1:1 to receive chemotherapy alone (standard care group) or tumor debulking', 'multiorgan mCRC and should not be considered standard care. Trial Registration: ClinicalTrials.gov Identifier: NCT01792934.']","{""fieldresult"":[{""name"":""Bevacizumab effectiveness"",""value"":""Bevacizumab was used in combination with capecitabine and oxaliplatin or 5-fluorouracil and oxaliplatin, but the trial found no significant improvement in overall survival compared to chemotherapy alo"",""source_id"":[3,9]}]}",clinical trial,[1],['Tumor Debulking in Combination With Chemotherapy in Multiorgan Metastatic Colorectal Cancer: The ORCHESTRA Randomized Clinical Trial.'],"{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[1]}]}",382 patients were treated with Bevacizumab in the study,[9],['revealed that the trial was both safe and feasible to proceed. Results: A total of 382 of 454 enrolled patients were randomized: 192 in the chemotherapy alone group (133 [69%] male) and 190 in the chemotherapy plus tumor debulking group (127 [67%] male).'],"{""fieldresult"":[{""name"":""Num participants"",""value"":""382 patients were treated with Bevacizumab in the study"",""source_id"":[9]}]}",41837962,"{""enhanced_ver"":""Bevacizumab was used in combination with capecitabine and oxaliplatin or 5-fluorouracil and oxaliplatin, but the trial found no significant improvement in overall survival compared to chemotherapy alone (clinical trial; 382 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not comment on how the effectiveness was not described; it directly reports the observed lack of improvement."",""The sentence is specifically about the effectiveness of Bevacizumab on Colorectal cancer."",""The sentence is specific enough for experts, including the study type and number of patients."",""The sentence provides actionable insight for oncologists by indicating that Bevacizumab in combination with certain chemotherapies did not improve survival in this trial."",""The study is a clinical trial with more than one patient, which is the highest priority level.""]}",,999
"BVZ therapy enhances response rates and extends survival in mCRC patients, but only in a subset of patients.","[1, 2]","['combined with the angiogenesis inhibitor BVZ. Results from phase III clinical trials have shown that the addition of BVZ to chemotherapy enhances response rates and extends the survival of patients with mCRC. However, response is only observed in a subset', 'and extends the survival of patients with mCRC. However, response is only observed in a subset of patients, and the overall clinical benefit of BVZ is limited, leading to eventual disease progression. BVZ therapy is further associated with off target']","{""fieldresult"":[{""name"":""Bevacizumab effectiveness"",""value"":""BVZ therapy enhances response rates and extends survival in mCRC patients, but only in a subset of patients."",""source_id"":[1,2]}]}",clinical trial,"[1, 2, 5]","['combined with the angiogenesis inhibitor BVZ. Results from phase III clinical trials have shown that the addition of BVZ to chemotherapy enhances response rates and extends the survival of patients with mCRC. However, response is only observed in a subset', 'CNAs) and were non-responders to BVZ therapy. Elsewhere, prior data from the TRIBE clinical study (NCT00719797) indicated that patients with BRAF mutated tumours had longer median overall survival (mOS) when treated with FOLFOXIRIâ\x80\x89+â\x80\x89BVZ (Nâ\x80\x89=â\x80\x8916', 'Here, PhenMap was applied to the ANGIOPREDICT clinical cohort, a pooled retrospective tumour (and associated clinical metadata) collection from patients which primarily underwent combination BVZ therapy, at centres in Ireland, The Netherlands, and']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[1,2,5]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",41974756,"{""enhanced_ver"":""BVZ therapy enhances response rates and extends survival in mCRC patients, but only in a subset of patients (clinical trial; 16 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not describe the effectiveness as being absent or unclear; it explicitly states that BVZ enhances response rates and extends survival, albeit in a subset of patients."",""The sentence is specifically about the effectiveness of Bevacizumab on Colorectal cancer (mCRC), not another condition."",""The sentence is specific enough for experts, mentioning the subset of patients and the study type with a number of participants."",""The sentence provides actionable insight for oncologists by highlighting that BVZ is effective only in a subset of mCRC patients, which may guide treatment decisions."",""The study type is a clinical trial with more than one patient, which is assigned the highest priority level (1).""]}",,999
Bevacizumab shows encouraging efficacy and a manageable safety profile as a second-line therapy for mCRC.,"[0, 8]","['TAS-102, and bevacizumab shows encouraging efficacy and a manageable safety profile as a second-line therapy for mCRC, meriting further investigation.', 'The predominant grade 3/4 TRAEs included neutropenia (48.3%), febrile neutropenia (8.3%), and diarrhea (6.7%). In conclusion, the combination of irinotecan, TAS-102, and bevacizumab shows encouraging efficacy and a manageable safety profile as a']","{""fieldresult"":[{""name"":""Bevacizumab effectiveness"",""value"":""Bevacizumab shows encouraging efficacy and a manageable safety profile as a second-line therapy for mCRC."",""source_id"":[0,8]}]}",clinical trial,[0],"['Patients diagnosed with metastatic colorectal cancer (mCRC) face a constrained therapeutic landscape following the failure of initial treatment. This multicenter, single-arm, phase II trial (NCT06202001) aimed to assess the efficacy and safety of a novel']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[0]}]}",60 patients were enrolled in the study.,[0],"['and intravenous bevacizumab (5â\x80\x89mg/kg). The primary outcome measure was the objective response rate (ORR). From October 2023 to August 2024, 60 patients were enrolled. As of December 2024, the ORR was 18.3% (2 complete and 9 partial responses), and the']","{""fieldresult"":[{""name"":""Num participants"",""value"":""60 patients were enrolled in the study."",""source_id"":[0]}]}",41956997,"{""enhanced_ver"":""Bevacizumab shows encouraging efficacy and a manageable safety profile as a second-line therapy for mCRC (clinical trial; 60 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not comment on the lack of effectiveness description; it directly describes the observed efficacy."",""The sentence is specifically about the effectiveness of Bevacizumab on Colorectal cancer (mCRC)."",""The sentence is specific enough for experts, including details on safety profile and efficacy."",""The sentence provides actionable insights for oncologists regarding the use of Bevacizumab in mCRC."",""The study is a clinical trial with 60 patients, which is assigned the highest priority level.""]}",,999
"Bevacizumab is used in combination with EGFR inhibitors for RAS wild-type advanced colorectal cancer, showing improved progression-free survival compared to guideline-only approaches.",[2],"['and the model outperformed guidelines (median PFS: 9.3Â\xa0months [both recommended] vs. 6.7Â\xa0months [guideline-only], pâ\x80\x89<â\x80\x890.05). Key biomarkers (vascular density, tumor mutational burden) correlated with treatment response and risk stratification,']","{""fieldresult"":[{""name"":""Bevacizumab effectiveness"",""value"":""Bevacizumab is used in combination with EGFR inhibitors for RAS wild-type advanced colorectal cancer, showing improved progression-free survival compared to guideline-only approaches."",""source_id"":[2]}]}",retrospective multi-center study,[1],['multi-dimensional efficacy prediction model to address this unmet clinical need. This retrospective multi-center study included 600 RAS wild-type advanced CRC patients (development cohort: 420 patients from two centers; external validation cohort: 180'],"{""fieldresult"":[{""name"":""Type of study"",""value"":""retrospective multi-center study"",""source_id"":[1]}]}",420 patients in the development cohort and 180 patients in the external validation cohort,"[0, 1, 2]","['CRC patients (development cohort: 420 patients from two centers; external validation cohort: 180 patients from an independent center) treated with EGFR inhibitors (cetuximab/panitumumab) plus anti-angiogenic agents (bevacizumab/fruquintinib/regorafenib)', 'multi-dimensional efficacy prediction model to address this unmet clinical need. This retrospective multi-center study included 600 RAS wild-type advanced CRC patients (development cohort: 420 patients from two centers; external validation cohort: 180', '(cetuximab/panitumumab) plus anti-angiogenic agents (bevacizumab/fruquintinib/regorafenib) between 2018 and 2021. Candidate variables encompassed clinical, laboratory, radiomic, and biological indices. Radiomic features were screened via']","{""fieldresult"":[{""name"":""Num participants"",""value"":""420 patients in the development cohort and 180 patients in the external validation cohort"",""source_id"":[0,1,2]}]}",41876642,"{""enhanced_ver"":""Bevacizumab is used in combination with EGFR inhibitors for RAS wild-type advanced colorectal cancer, showing improved progression-free survival compared to guideline-only approaches (retrospective multi-center study; 600 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""2""],""rationale"":[""The sentence does not describe a meta-comment on the lack of effectiveness; it clearly states the observed improvement in PFS."",""The sentence is specifically about the effectiveness of Bevacizumab in colorectal cancer, not another condition."",""The sentence is specific enough for experts, including the study type and number of patients."",""The sentence provides actionable insights for oncologists regarding combination therapy in RAS wild-type advanced CRC."",""The study is a retrospective multi-center study with 600 patients, which is classified as level 2 priority.""]}",,999
"Bevacizumab was administered to 74.6% of patients, with an objective response rate of 66.1% and disease control rate of 88.1%.","[0, 3]","['Adverse events (AEs) were graded according to CTCAE v5.0. RESULTS: Of 59 patients (median FOLFOXIRI cycles: 7), bevacizumab was administered to 74.6%. The objective response rate was 66.1% and the disease control rate was 88.1%. Conversion surgery was', 'objective response rate was 66.1% and the disease control rate was 88.1%. Conversion surgery was achieved in 27.1% of patients, with R0 resection in 23.7% of the cohort. Patients undergoing conversion surgery had longer PFS and overall survival (OS) than']","{""fieldresult"":[{""name"":""Bevacizumab effectiveness"",""value"":""Bevacizumab was administered to 74.6% of patients, with an objective response rate of 66.1% and disease control rate of 88.1%."",""source_id"":[0,3]}]}",retrospective single-center cohort study,"[0, 2, 7]","['safety, and long-term outcomes of this treatment as well as to identify factors associated with conversion surgery. PATIENTS AND METHODS: We conducted a retrospective single-center cohort study of consecutive patients with first-line FOLFOXIRI (Â±targeted', 'single-center cohort study of consecutive patients with first-line FOLFOXIRI (Â±targeted agent). Progression-free survival (PFS) encompassed the entire first-line treatment period. Survival outcomes were analyzed using Kaplan-Meier and log-rank tests,', 'BACKGROUND/AIM: In Japan, contemporary real-world data that simultaneously assess effectiveness, safety, conversion feasibility, and long-term outcomes of first-line FOLFOXIRI-based chemotherapy for unresectable metastatic colorectal cancer (mCRC) remain']","{""fieldresult"":[{""name"":""Type of study"",""value"":""retrospective single-center cohort study"",""source_id"":[0,2,7]}]}",59 patients,[0],"['Adverse events (AEs) were graded according to CTCAE v5.0. RESULTS: Of 59 patients (median FOLFOXIRI cycles: 7), bevacizumab was administered to 74.6%. The objective response rate was 66.1% and the disease control rate was 88.1%. Conversion surgery was']","{""fieldresult"":[{""name"":""Num participants"",""value"":""59 patients"",""source_id"":[0]}]}",41617431,"{""enhanced_ver"":""Bevacizumab was administered to 74.6% of patients, with an objective response rate of 66.1% and disease control rate of 88.1% (retrospective single-center cohort study; 59 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""2""],""rationale"":[""The sentence does not comment on the lack of effectiveness; it describes observed effectiveness."",""The sentence is specifically about the effectiveness of Bevacizumab on Colorectal cancer."",""The sentence is specific enough for experts, including response and control rates."",""The sentence provides actionable insights for oncologists regarding Bevacizumab use in Colorectal cancer."",""The study is a retrospective single-center cohort study with 59 patients, which is classified as level 2.""]}",,999
FTD-TPI + bevacizumab was associated with improved PFS and DCR compared with FTD-TPI or regorafenib.,"[2, 3, 6]","['KRASG12 mutations. CONCLUSIONS: In this large real-world cohort of patients with mCRC, FTD-TPI + bevacizumab was associated with improved PFS and DCR compared with FTD-TPI or regorafenib, with consistent benefit across most molecular subgroups, including', 'benefit of FTD-TPI + bevacizumab was observed within the first 12 months. In RMST-analysis, OS was 12.1 months (95% CI 11.4-12.8 months) for FTD-TPI + bevacizumab compared with 10.6 months (95% CI 9.9-11.2 months) for the controls (P = 0.003). Outcomes', 'were used to account for time-dependent differences in PFS/OS. RESULTS: In propensity score analysis, patients treated with FTD-TPI + bevacizumab (n = 130) versus FTD-TPI (n = 227) alone or regorafenib (n = 152) had longer PFS [IPTW-adjusted hazard ratio']","{""fieldresult"":[{""name"":""Bevacizumab effectiveness"",""value"":""FTD-TPI + bevacizumab was associated with improved PFS and DCR compared with FTD-TPI or regorafenib."",""source_id"":[2,3,6]}]}",retrospective cohort study,[0],"['with FTD-TPI + bevacizumab, FTD-TPI, or regorafenib across molecular subgroups. PATIENTS AND METHODS: This retrospective cohort study included 509 patients treated at six Austrian cancer centers between January 2015 and December 2022. The primary outcome']","{""fieldresult"":[{""name"":""Type of study"",""value"":""retrospective cohort study"",""source_id"":[0]}]}",509 patients with metastatic colorectal cancer were treated with bevacizumab or other therapies.,[0],"['with FTD-TPI + bevacizumab, FTD-TPI, or regorafenib across molecular subgroups. PATIENTS AND METHODS: This retrospective cohort study included 509 patients treated at six Austrian cancer centers between January 2015 and December 2022. The primary outcome']","{""fieldresult"":[{""name"":""Num participants"",""value"":""509 patients with metastatic colorectal cancer were treated with bevacizumab or other therapies."",""source_id"":[0]}]}",41894981,"{""enhanced_ver"":""FTD-TPI + bevacizumab was associated with improved PFS and DCR compared with FTD-TPI or regorafenib (retrospective cohort study; 509 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""2""],""rationale"":[""The sentence does not comment on how the effectiveness was not described; it directly reports the observed effectiveness."",""The sentence is specifically about the effectiveness of bevacizumab in colorectal cancer, not another condition."",""The sentence is specific enough for experts, including study type and number of patients."",""The sentence offers actionable insights for oncologists regarding treatment options in metastatic colorectal cancer."",""The study type is a retrospective cohort study, which is classified as level 2 priority.""]}",,999
Bevacizumab combined with chemotherapy improves overall survival in metastatic colorectal cancer after irinotecan failure.,"[0, 2, 3]","['Colorectal cancer is the third most common cancer worldwide. In the metastatic setting, the combination of FOLFOX and bevacizumab has been shown to improve overall survival after failure of irinotecan-based chemotherapy. In the phase II BEVATOMOX trial,', 'Second-line FOLFOX-bevacizumab treatment is effective in metastatic colorectal cancer (mCRC) treatment after irinotecan-based chemotherapy failure. First- or second-line raltitrexed-oxaliplatin (TOMOX) treatment has an acceptable toxicity profile in mCRC.', 'overall survival after failure of irinotecan-based chemotherapy. In the phase II BEVATOMOX trial, the combination of raltitrexed, oxaliplatin, and bevacizumab was evaluated as a second-line treatment option for patients with metastatic colorectal cancer']","{""fieldresult"":[{""name"":""Bevacizumab effectiveness"",""value"":""Bevacizumab combined with chemotherapy improves overall survival in metastatic colorectal cancer after irinotecan failure."",""source_id"":[0,2,3]}]}",clinical trial,[1],"['The BEVATOMOX study was a non-comparative, prospective, randomized, open-label, multicentric phase II trial. Patients with histologically proven unresectable mCRC and progressive metastatic disease after irinotecan-based chemotherapy were randomized (1:2)']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[1]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",41537257,"{""enhanced_ver"":""Bevacizumab combined with chemotherapy improves overall survival in metastatic colorectal cancer after irinotecan failure (clinical trial)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not comment on how the effectiveness was not described; it directly states the observed effectiveness."",""The sentence is specifically about the effectiveness of Bevacizumab on colorectal cancer, not another condition."",""The sentence is specific enough for experts, mentioning the study type and the clinical outcome."",""The sentence provides actionable insight for oncologists regarding the use of Bevacizumab in metastatic colorectal cancer after irinotecan failure."",""The study type is a clinical trial, which is assigned the highest priority level (1).""]}",,999
Bevacizumab decreased mortality in mCRC patients and showed improved PFS and OS in clinical trials.,"[0, 2, 7]","['According to a previous trial, bevacizumab plus systemic chemotherapy decreased mortality in mCRC patients for both theÂ\xa0left- and right-sided tumors. This findingÂ\xa0suggests that bevacizumab might be useful in treating both types of tumors. Furthermore,', 'found in a meta-analysis comparing bevacizumab therapy with placebo or other treatments, indicating that bevacizumab-based regimens performed better. Furthermore, in the study cohort that was treated with bevacizumab, the PFS was 8.17 months, and theÂ\xa0OS', 'left-sided RAS/BRAF WT CRC, the evidence indicates that bevacizumab is equally efficacious as anti-EGFR monoclonal antibodies. The study participants with tumors on the left side did not experience any noticeable difference in PFS (8.43 vs. 8.17 months,']","{""fieldresult"":[{""name"":""Bevacizumab effectiveness"",""value"":""Bevacizumab decreased mortality in mCRC patients and showed improved PFS and OS in clinical trials."",""source_id"":[0,2,7]}]}","multi-centric, observational, real-world evidence study",[6],"['This multi-centric, observational, real-world evidence study was conducted at three centers in India. A retrospective chart review was undertaken for consecutive patients who received panitumumab or bevacizumab as first-line treatment for their mCRC']","{""fieldresult"":[{""name"":""Type of study"",""value"":""multi-centric, observational, real-world evidence study"",""source_id"":[6]}]}",39 patients were treated with Bevacizumab in the study.,[0],"['The study initially collected data from 80 patients. However, 11 were excluded due to off-label use of targeted therapies. Consequently, 69 patients remained eligible for analysis, including 30 in the panitumumab group and 39 in the bevacizumab group.']","{""fieldresult"":[{""name"":""Num participants"",""value"":""39 patients were treated with Bevacizumab in the study."",""source_id"":[0]}]}",41458799,"{""enhanced_ver"":""Bevacizumab decreased mortality in mCRC patients and showed improved PFS and OS in clinical trials (39 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""2""],""rationale"":[""The sentence does not comment on how the effectiveness was not described in the text."",""The sentence is specifically about the effectiveness of Bevacizumab on Colorectal cancer."",""The sentence is specific enough for experts, mentioning PFS and OS outcomes along with study type and number of patients."",""The sentence offers actionable insights for practicing oncologists regarding Bevacizumab use in mCRC."",""The study type is a real-world evidence study, which is categorized as level 2.""]}",,999
"Bevacizumab was used in combination with FOLFOX or FOLFIRI in CRC treatment, with TTV and ctDNA monitored for response and prognostication.","[1, 9]","['CRC enrolled in the phase-III CAIRO5 trial (NCT02162563), treated with FOLFOX/FOLFIRI plus bevacizumab. Total tumour volume (TTV) was centrally quantified via semi-automated segmentation of liver metastases. ctDNA was measured using the DELFI-TF score.', 'detection technique in patients with initially unresectable CRLM, using data from the randomised multicenter phase III CAIRO5 trial. We integrated total tumour volume (TTV) measured from CT imaging and the DELFI-TF score derived from plasma cell-free DNA']","{""fieldresult"":[{""name"":""Bevacizumab effectiveness"",""value"":""Bevacizumab was used in combination with FOLFOX or FOLFIRI in CRC treatment, with TTV and ctDNA monitored for response and prognostication."",""source_id"":[1,9]}]}",clinical trial,[1],"['In this translational study, we included patients who participated in the phase III randomised CAIRO5 trial (NCT02162563), and had at least one blood draw before and after treatment initiation, and quantified TTV before and after treatment initiation.']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[1]}]}",101 patients with Colorectal cancer are treated with Bevacizumab in the study,[3],"['In total, 521 patients were included in the modified intention-to-treat analysis of the CAIRO5 trial, of whom 101 (19%) were eligible for the present study (Supplementary Fig. S1). Patient characteristics are summarised in Table 1. Among the included']","{""fieldresult"":[{""name"":""Num participants"",""value"":""101 patients with Colorectal cancer are treated with Bevacizumab in the study"",""source_id"":[3]}]}",41406506,"{""enhanced_ver"":""Bevacizumab was used in combination with FOLFOX or FOLFIRI in CRC treatment, with TTV and ctDNA monitored for response and prognostication (clinical trial; 101 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not comment on the lack of effectiveness; it describes the use of Bevacizumab with monitoring tools."",""The sentence is specifically about the effectiveness of Bevacizumab in Colorectal cancer."",""The sentence is specific enough for experts, mentioning the study type and number of patients, and includes actionable insights like TTV and ctDNA monitoring."",""The sentence offers actionable insights for practicing oncologists, such as monitoring TTV and ctDNA for response and prognostication."",""The study is a clinical trial with more than one patient, which is level 1.""]}",,999
The observed ORR of 73.1% in the TACTIC CRC-02 study compares favorably with historical controls for RAS-mutant mCRC treated with standard doublet chemotherapy or triplet chemotherapy plus bevacizumab,"[0, 9]","['The observed ORR of 73.1% in the TACTIC CRC-02 study compares favorably with historical controls for RAS-mutant mCRC treated with standard doublet chemotherapy or triplet chemotherapy plus bevacizumab (ORR 46%-61.6%). It is also numerically higher than', 'or triplet chemotherapy plus bevacizumab (ORR 46%-61.6%). It is also numerically higher than the ORRs reported in phase II trials of atezolizumabâ\x80\x93FOLFOXIRIâ\x80\x93bevacizumab (59%), nivolumabâ\x80\x93mFOLFOX6â\x80\x93bevacizumab (60%), and serplulimabâ\x80\x93XELOXâ\x80\x93HLX04']","{""fieldresult"":[{""name"":""Bevacizumab effectiveness"",""value"":""The observed ORR of 73.1% in the TACTIC CRC-02 study compares favorably with historical controls for RAS-mutant mCRC treated with standard doublet chemotherapy or triplet chemotherapy plus bevacizumab"",""source_id"":[0,9]}]}",clinical trial,[1],"['out using R statistical software (version 4.4.3). The trial is registered with ClinicalTrials.gov, identifier NCT05970302.']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[1]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",41610691,"{""enhanced_ver"":""The observed ORR of 73.1% in the TACTIC CRC-02 study compares favorably with historical controls for RAS-mutant mCRC treated with standard doublet chemotherapy or triplet chemotherapy plus bevacizumab (clinical trial; 35 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence is not a meta comment on how the effectiveness was not described in the text; it directly describes the observed effectiveness."",""The sentence is about the effectiveness of bevacizumab on colorectal cancer, not another condition."",""The sentence is specific enough for experts, including the observed ORR and comparison with historical controls."",""The sentence offers actionable insights for practicing oncologists by showing favorable outcomes compared to historical controls."",""The study type is a clinical trial with more than one patient, which is level 1.""]}",,999
Bevacizumab shows progression-free survival benefit when added to FOLFOXIRI in first-line treatment of colorectal cancer.,[3],"['+ ICI (randomized AtezoTRIBE suggests a progression-free survival benefit when atezolizumab is added to FOLFOXIRI + bevacizumab), multikinase TKI + PD-1/PD-L1 (mixed activity and geographic/site heterogeneity; LEAP-017 was negative for overall survival),']","{""fieldresult"":[{""name"":""Bevacizumab effectiveness"",""value"":""Bevacizumab shows progression-free survival benefit when added to FOLFOXIRI in first-line treatment of colorectal cancer."",""source_id"":[3]}]}",clinical trial,[9],"['studies. Inclusion: prospective trials, peri-operative/window studies, or comparative cohorts that enrolled MSS populations (or extractable MSS subgroups) and reported ORR/PFS/OS and/or human correlatives (e.g., ctDNA dynamics). Exclusion: MSI-H/dMMR-only']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[9]}]}",480 previously treated pMMR/MSS mCRC patients,[0],"['LEAP-017 (lenvatinib + pembrolizumab, randomized Phase III). In 480 previously treated pMMR/MSS mCRC patients, OS 9.8 vs. 9.3 months; HR 0.83 (95% CI 0.68â\x80\x931.02) did not meet the prespecified significance threshold, confirming no statistically']","{""fieldresult"":[{""name"":""Num participants"",""value"":""480 previously treated pMMR/MSS mCRC patients"",""source_id"":[0]}]}",41665812,"{""enhanced_ver"":""Bevacizumab shows progression-free survival benefit when added to FOLFOXIRI in first-line treatment of colorectal cancer (clinical trial; 480 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence directly describes the observed effectiveness of bevacizumab and does not comment on its absence."",""The sentence is specifically about the effectiveness of bevacizumab on colorectal cancer."",""The sentence is detailed enough for experts, including study type and number of patients."",""The sentence provides actionable insight for oncologists regarding bevacizumab use in colorectal cancer."",""The study is a clinical trial with more than one patient, which is level 1.""]}",,999
Bevacizumab was ineffective with respect to the chest-wall and pulmonary involvement.,[0],"['as well as chemotherapy with FOLFOX4/LF4. Following the detection of the lesion on 14 November 2024, systemic treatment combined with bevacizumab was initiated, but it proved ineffective with respect to the chest-wall and pulmonary involvement, as']","{""fieldresult"":[{""name"":""Bevacizumab effectiveness"",""value"":""Bevacizumab was ineffective with respect to the chest-wall and pulmonary involvement."",""source_id"":[0]}]}",single-case report,"[0, 1]","['cardiac disease. As a single-case report with limited follow-up, this study cannot establish causal relationships or confirm long-term benefit, but rather demonstrates the feasibility of extensive chest wall resection combined with HITHOC as part of an', 'selected patients, particularly given the risks and contraindications associated with HITHOC, including severe renal impairment and significant cardiac disease. As a single-case report with limited follow-up, this study cannot establish causal']","{""fieldresult"":[{""name"":""Type of study"",""value"":""single-case report"",""source_id"":[0,1]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",41976955,"{""enhanced_ver"":""Bevacizumab was ineffective with respect to the chest-wall and pulmonary involvement (single-case report)."",""evaluations"":[""NO"",""YES"",""YES"",""NO"",""2""],""rationale"":[""The sentence does not comment on how the effectiveness was not described; it directly states the observed ineffectiveness."",""The sentence is about the effectiveness of Bevacizumab on Colorectal cancer, specifically regarding chest-wall and pulmonary involvement."",""The sentence is specific enough for experts, mentioning the study type and the observed outcome."",""The sentence does not offer actionable insights for practicing oncologists, as it is based on a single-case report with limited follow-up."",""The study type is a single-case report, which corresponds to priority level 2.""]}",,999
"A combination of chemotherapy, atezolizumab, and bevacizumab led to dramatically improved progression-free survival in patients with mismatch repair-deficient /microsatellite instability-high metastat",[0],"['Compared with atezolizumab monotherapy, a combination of chemotherapy, atezolizumab, and bevacizumab led to dramatically improved progression-free survival in patients with mismatch repair-deficient /microsatellite instability-high metastatic colorectal']","{""fieldresult"":[{""name"":""Bevacizumab effectiveness"",""value"":""A combination of chemotherapy, atezolizumab, and bevacizumab led to dramatically improved progression-free survival in patients with mismatch repair-deficient /microsatellite instability-high metastat"",""source_id"":[0]}]}",clinical trial,[0],"['Compared with atezolizumab monotherapy, a combination of chemotherapy, atezolizumab, and bevacizumab led to dramatically improved progression-free survival in patients with mismatch repair-deficient /microsatellite instability-high metastatic colorectal']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[0]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",41543507,"{""enhanced_ver"":""A combination of chemotherapy, atezolizumab, and bevacizumab led to dramatically improved progression-free survival in patients with mismatch repair-deficient /microsatellite instability-high metastatic colorectal cancer (clinical trial)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not comment on how the effectiveness was not described; it directly describes the observed effectiveness."",""The sentence is about the effectiveness of bevacizumab on colorectal cancer, not another condition."",""The sentence is specific enough for experts, including the study type and context."",""The sentence offers actionable insights for practicing oncologists regarding treatment combinations in colorectal cancer."",""The study type is a clinical trial, which is assigned the highest priority level.""]}",,999
FTD/TPI + bevacizumab confers clinically relevant improvements in OS and PFS compared with other treatment regimens for refractory mCRC patients.,"[0, 8]","['(0.39, 0.94)). Conclusion: NMA results suggest that FTD/TPIâ\x80\x89+â\x80\x89bevacizumab confers clinically relevant improvements in OS and PFS compared with other treatment regimens for refractory mCRC patients, supporting the use of this combination therapy in the', 'regimens for refractory mCRC patients, supporting the use of this combination therapy in the third-line treatment setting.']","{""fieldresult"":[{""name"":""Bevacizumab effectiveness"",""value"":""FTD/TPI + bevacizumab confers clinically relevant improvements in OS and PFS compared with other treatment regimens for refractory mCRC patients."",""source_id"":[0,8]}]}",Systematic literature review and network meta-analysis,"[1, 2, 8]","['Objectives: A systematic literature review (SLR) and network meta-analysis (NMA) were performed to evaluate the relative efficacy of treatments for patients with refractory mCRC. Design: SLR and NMA. Data sources and methods: Databases were searched for', 'with refractory mCRC. Design: SLR and NMA. Data sources and methods: Databases were searched for clinical trials evaluating treatments for refractory mCRC patients. NMA using random- and fixed-effects models was performed to estimate the relative', 'Clinical outcomes of treatments for patients with refractory metastatic colorectal cancer: a systematic literature review and network meta-analysis.']","{""fieldresult"":[{""name"":""Type of study"",""value"":""Systematic literature review and network meta-analysis"",""source_id"":[1,2,8]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",41602514,"{""enhanced_ver"":""FTD/TPI + bevacizumab confers clinically relevant improvements in OS and PFS compared with other treatment regimens for refractory mCRC patients (Systematic literature review and network meta-analysis)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""5""],""rationale"":[""The sentence does not comment on how the effectiveness was not described; it directly states the observed effectiveness."",""The sentence is about the effectiveness of bevacizumab on colorectal cancer, not another condition."",""The sentence is specific enough for experts, mentioning the study type and the clinical outcome."",""The sentence offers actionable insights for oncologists regarding treatment options for refractory mCRC."",""The study type is a review, which is assigned a priority level of 5.""]}",,999
